seller_id,month_index,revenue
05ff92fedb5be47920fea08e501238b9,19,2140.23
05ff92fedb5be47920fea08e501238b9,20,613.25
05ff92fedb5be47920fea08e501238b9,21,666.3100000000001
05ff92fedb5be47920fea08e501238b9,22,515.28
05ff92fedb5be47920fea08e501238b9,23,2160.8900000000003
062c325cd6a2b87845fab56b4ec2eeae,20,46.760000000000005
062c325cd6a2b87845fab56b4ec2eeae,23,110.32000000000001
062ce95fa2ad4dfaedfc79260130565f,4,182.06
062ce95fa2ad4dfaedfc79260130565f,5,208.07
062ce95fa2ad4dfaedfc79260130565f,6,933.79
062ce95fa2ad4dfaedfc79260130565f,7,2676.0099999999998
062ce95fa2ad4dfaedfc79260130565f,8,1524.02
062ce95fa2ad4dfaedfc79260130565f,9,1359.15
062ce95fa2ad4dfaedfc79260130565f,10,1187.59
062ce95fa2ad4dfaedfc79260130565f,11,607.75
062ce95fa2ad4dfaedfc79260130565f,12,43.0
06532f10282704ef4c69168b914b77be,6,5340.599999999999
06532f10282704ef4c69168b914b77be,7,457.99
06532f10282704ef4c69168b914b77be,8,1901.62
06532f10282704ef4c69168b914b77be,9,624.79
06532f10282704ef4c69168b914b77be,10,715.9
06532f10282704ef4c69168b914b77be,11,1877.8400000000001
06579cb253ecd5a3a12a9e6eb6bf8f47,11,974.22
06579cb253ecd5a3a12a9e6eb6bf8f47,12,824.6800000000001
06579cb253ecd5a3a12a9e6eb6bf8f47,13,505.64
06579cb253ecd5a3a12a9e6eb6bf8f47,14,428.1
06579cb253ecd5a3a12a9e6eb6bf8f47,15,303.62
06579cb253ecd5a3a12a9e6eb6bf8f47,16,837.43
06579cb253ecd5a3a12a9e6eb6bf8f47,17,333.68
06579cb253ecd5a3a12a9e6eb6bf8f47,18,389.02
06579cb253ecd5a3a12a9e6eb6bf8f47,19,104.44000000000001
06579cb253ecd5a3a12a9e6eb6bf8f47,20,66.75
06579cb253ecd5a3a12a9e6eb6bf8f47,21,603.46
06579cb253ecd5a3a12a9e6eb6bf8f47,22,168.65
06579cb253ecd5a3a12a9e6eb6bf8f47,23,686.9200000000001
066a6914e1ebf3ea95a216c73a986b91,1,91.28
066a6914e1ebf3ea95a216c73a986b91,4,790.07
